레시피_아이디,재료_아이디,재료_이름,레시피_재료_순번,내용
6911111,353,국간장,6,1큰술
6911111,233,다진마늘,7,0.5큰술
6911111,225,후추,8,약간
6911111,353,국간장,9,1.5큰술
6911111,233,다진마늘,10,0.5큰술
6911174,30,쑥갓,1,150g
6911174,327,두부,2,1/2모
6911174,283,굵은소금,3,1/2큰술
6911174,501,소금,4,1작은술
6911174,666,참기름,5,1큰술
6911174,547,통깨,6,2큰술
6911206,6,애호박,1,1개
6911206,55,느타리버섯,2,100g
6911206,2,양파,3,1/2개
6911206,33,홍고추,4,1개
6911206,579,올리브유,5,1큰술
6911206,233,다진마늘,6,1큰술
6911206,501,소금,7,1큰술
6911206,666,참기름,8,1큰술
6911206,547,통깨,9,조금
6911245,375,방울토마토,1,20개
6911245,226,설탕,2,2T
6911245,501,소금,3,1/2
6911245,227,꿀 & 올리고당,4,1T
6911245,935,사과식초,5,1/2t
6911245,1005,얼음 중간 짜리,6,4개
6911245,1005,물,7,50ml
6911288,568,칵테일새우,1,1/2공기
6911288,18,무우,2,1/2공기
6911288,327,두부,3,1/2모
6911288,26,대파,4,
6911288,344,멸치육수,5,4컵
6911288,233,다진마늘,6,
6911288,383,집간장,7,
6911304,78,새우,1,200g
6911304,219,달걀 흰자만,2,1개
6911304,225,후추,3,1꼬집
6911304,501,소금,4,1꼬집
6911304,387,전분,5,1수저
6911304,507,식빵,6,1/2봉지
6911304,579,올리브유,7,적당히
6911304,519,칠리소스,8,적당량
6911354,4,감자,1,2개
6911354,2,양파 큰거,2,1/2
6911354,391,부침가루,3,2~3T
6911354,501,소금,4,1/2T
6911411,323,멸치,1,100g
6911411,849,견과류,2,0.5컵
6911411,28,마늘(편마늘/다진마늘),3,1큰술
6911411,580,올리고당,4,2큰술
6911411,666,참기름,5,1큰술
6911411,547,통깨,6,
6911411,224,고춧가루,7,1큰술
6911411,226,설탕,8,1큰술
6911411,477,고추장,9,2큰술
6911411,347,미림,10,2.5큰술
6911422,34,열무,1,3단
6911422,31,단배추,2,1단
6911422,33,홍고추,3,20개
6911422,4,감자,4,4개
6911422,288,까나리액젓,5,1컵
6911422,394,새우젓,6,1/2컵
6911422,461,다진생강,7,2큰술
6911422,233,다진마늘,8,8큰술
6911496,507,식빵,1,4장
6911496,219,계란,2,2개
6911496,634,햄,3,1개
6911496,228,마요네즈,4,
6911496,226,설탕,5,
6911497,323,멸치,1,100g
6911497,347,미림,2,1큰술
6911497,383,간장,3,0.5큰술
6911497,226,설탕,4,2큰술
6911497,580,올리고당,5,2큰술
6911497,666,참기름,6,0.5큰술
6911497,547,통깨,7,
6911497,849,견과류,8,0.5컵
6911508,507,식빵,1,2장
6911508,197,버터,2,1T
6911508,226,설탕,3,2T
6911508,475,계피가루,4,1/2T
6911540,499,소고기 찜용,1,800g
6911540,4,감자,2,2개
6911540,8,당근,3,1/3개
6911540,2,양파,4,1개
6911540,26,대파,5,1대
6911540,296,청양고추,6,2개
6911540,755,진간장,7,1컵
6911540,226,설탕,8,1/2컵
6911540,293,맛술,9,1/2컵
6911540,233,다진마늘,10,2큰술
6911540,27,생강 or생강가루,11,1/3스푼
6911540,666,참기름,12,2큰술
6911540,1005,물,13,2컵
6911575,1005,물,2,
6911575,501,소금,3,
6911575,224,고춧가루,4,1.5큰술
6911575,755,진간장,5,1.5큰술
6911575,337,멸치액젓,6,1.5큰술
6911575,226,설탕,7,1큰술
6911575,233,다진마늘,8,0.5큰술
6911575,666,참기름,9,1큰술
6911575,547,통깨,10,
6911578,17,가지,1,1개
6911578,2,양파,2,1/2개
6911578,26,대파,3,조금
6911578,383,간장,4,1큰술
6911578,481,굴소스,5,1/2큰술
6911578,580,올리고당,6,조금
6911578,666,참기름,7,조금
6911578,354,깨소금,8,조금
6911586,19,미나리,1,1움큼
6911586,391,부침가루,2,200ml
6911586,1005,물,3,300ml
6911586,474,카레가루,4,2숟가락
6911596,843,오이고추,1,8개
6911596,233,다진마늘,2,0.5T
6911596,857,된장,3,1.5T
6911596,666,참기름,4,1T
6911596,580,올리고당,5,1T
6911596,547,통깨,6,1T
6911645,300,닭 다리,1,4개
6911645,304,닭 날개,2,7개
6911645,474,카레 가루,3,2
6911645,233,다진 마늘,4,1
6911645,293,맛술,5,2
6911645,579,올리브오일,6,2
6911645,539,허브솔트,7,0.7
6911647,219,계란,1,5개
6911647,226,설탕,2,110그램
6911647,508,식용유,3,15그램
6911647,218,우유,4,15그램
6911647,345,물엿,5,15그램
6911647,234,박력분,6,100그램
6911743,962,김치,1,2컵
6911743,391,부침가루,2,1컵
6911743,962,김치국물,3,1/3컵
6911743,1005,물,4,2/3컵
6911743,233,다진마늘,5,1/2스푼
6911764,7,오이,1,1개
6911764,477,고추장,2,1/2T
6911764,224,고추가루,3,2T
6911764,501,소금,4,1/2T
6911764,226,설탕,5,1T
6911764,233,다진마늘,6,1/2T
6911764,666,참기름,7,1T
6911764,291,깨,8,1T
6911764,1005,물,9,2T
6911766,3,고구마,1,
6911766,197,버터,2,
6911766,227,꿀,3,
6911766,215,피자치즈,4,
6911789,64,오징어,1,1마리
6911789,7,오이,2,1/2개
6911789,2,양파,3,1/2개
6911789,766,쪽파,4,5대
6911789,585,소주,5,1큰술
6911789,224,고춧가루,6,1+1/2큰술
6911789,477,고추장,7,2큰술
6911789,947,매실청,8,1큰술
6911789,935,사과식초,9,3+1/2큰술
6911789,233,다진마늘,10,1/2큰술
6911789,226,설탕,11,1+1/2큰술
6911789,666,참기름,12,1+1/2큰술
6911789,547,통깨,13,1큰술
6911795,923,다진돼지고기,1,450g
6911795,327,두부,2,1모
6911795,26,썰어놓은 파,3,1줌
6911795,296,청양고추,4,기호에맞게
6911795,477,고추장,5,2스푼
6911795,857,된장,6,1스푼
6911795,233,다진마늘,7,1스푼
6911795,383,간장(또는 굴소스),8,1스푼
6911795,224,고춧가루,9,1스푼
6911795,580,올리고당,10,0.5스푼
6911795,666,참기름,11,0.5스푼
6911795,387,전분,12,0.5스푼
6911834,4,감자,1,2개
6911834,643,스팸,2,1캔
6911834,2,양파,3,1/2개
6911834,296,청양고추,4,2개
6911834,26,대파,5,1/3대
6911834,1005,물,6,2컵
6911834,477,고추장,7,1
6911834,857,된장,8,0.3
6911834,224,고춧가루,9,2
6911834,233,다진 마늘,10,1
6911834,293,맛술,11,1
6911834,383,간장,12,3
6911834,226,설탕,13,1
6911891,17,가지,1,1개
6911891,50,토마토,2,스파게티소스
6911891,211,모짜렐라 치즈,3,적당량
6911891,710,파슬리가루,4,
6911994,691,순대,1,1kg
6911994,988,사골곰탕,2,2팩
6911994,394,새우젓,3,약간
6911994,26,대파,4,많이
6911994,224,고춧가루,5,6스푼
6911994,383,간장,6,3스푼
6911994,337,멸치액젓,7,1스푼
6911994,580,올리고당,8,2스푼
6911994,394,새우젓,9,1.5스푼
6911994,233,다진마늘,10,4개분량
6911994,225,후추,11,약간
6912045,16,마늘쫑,1,450g
6912045,323,중멸치,2,40g
6912045,383,간장,3,2큰술
6912045,580,올리고당,4,3큰술
6912045,501,소금,5,1꼬집
6912045,579,올리브유,6,2큰술
6912045,666,참기름,7,1큰술
6912045,547,통깨,8,1큰술
6912058,932,신김치,1,1종이컵
6912058,477,고추장,2,1숟가락
6912058,233,다진마늘,3,1숟가락
6912058,1005,물,4,80ml
6912058,508,식용유,5,1숟가락
6912058,567,참치캔,6,1개
6912058,226,설탕,7,1/2숟가락
6912058,666,참기름,8,
6912058,219,달걀후라이,10,
6912113,305,건 당면,1,200g
6912113,491,잡채용 돼지고기,2,100g
6912113,52,표고버섯,3,3개
6912113,1,시금치,4,2줌
6912113,8,당근,5,1/2개
6912113,2,양파,6,1개
6912113,552,어묵,7,100g
6912113,547,통깨,8,약간
6912113,383,간장,9,1큰술
6912113,666,참기름,10,1큰술
6912113,226,설탕,11,1작은술
6912113,233,다진마늘,12,1작은술
6912113,225,후춧가루,13,약간
6912113,755,진간장,14,3+1/2큰술
6912113,226,설탕,15,1+1/2큰술
6912113,233,다진마늘,16,1작은술
6912113,666,참기름,17,3큰술
6912113,225,후춧가루,18,약간
6912120,424,밥,1,2공기
6912120,665,참치,2,1캔
6912120,547,통깨,3,2숟가락
6912120,501,소금,4,약간
6912120,225,후추,5,약간
6912120,383,간장,6,3숟가락
6912120,1005,물,7,3숟가락
6912120,226,설탕,8,2숟가락
6912120,580,올리고당,9,1숟가락
6912121,29,부추,1,200g
6912121,2,양파,2,1/2개
6912121,224,고춧가루,3,2.5큰술
6912121,231,식초,4,2큰술
6912121,948,액젓,5,2큰술
6912121,226,설탕,6,1.5큰술
6912121,28,마늘,7,1큰술
6912121,666,참기름,8,1큰술
6912121,547,통깨,9,1큰술
6912121,946,훈제오리,10,
6912137,2,양파(큰사이즈),1,2+1/2개
6912137,843,오이고추,2,5개
6912137,383,간장,3,2컵
6912137,1005,생수,4,2컵
6912137,89,다시마,5,2조각
6912137,226,설탕,6,1+1/2컵
6912137,231,식초,7,1+1/2컵
6912185,691,순대,1,300~400g
6912185,2,양파,2,1/2개
6912185,20,양배추,3,1/8개
6912185,14,깻잎,4,6~8장
6912185,8,당근,5,1/3개
6912185,26,대파,6,1/2개
6912185,296,청양고추,7,2개
6912185,224,고추가루,8,1+1/2큰술
6912185,226,설탕,9,1큰술
6912185,383,간장,10,1큰술
6912185,233,다진 마늘,11,1큰술
6912185,345,물엿,12,1/2큰술
6912185,501,소금,13,1/2큰술
6912185,477,고추장,14,1/2큰술
6912185,225,후추,15,
6912202,90,미역,1,1줌
6912202,2,양파,2,1/2개
6912202,296,청양고추,3,1개
6912202,33,홍고추,4,1/2개
6912202,7,오이,5,1개
6912202,1005,생수,6,700ml
6912202,353,국간장,7,1t
6912202,501,소금 o.,8,5
6912202,226,설탕,9,2
6912202,233,다진마늘 o.,10,5
6912202,231,식초,11,7t
6912205,3,고구마,1,4개
6912205,219,달걀,2,2개
6912205,849,견과류,3,1/2줌
6912205,686,저지방 우유,4,1/2종이컵
6912205,501,소금,5,약간
6912205,225,후추,6,약간
6912205,200,모짜렐라 치즈 또는 저지방 체다치즈,7,약간
6912213,16,마늘쫑,1,400g
6912213,383,간장,2,3T
6912213,233,다진마늘,3,1스푼
6912213,224,고춧가루,4,1/2T
6912213,337,멸치액젓,5,1T
6912213,547,통깨,6,적당량
6912220,502,순두부,1,
6912220,26,대파,2,1/4개
6912220,2,양파,3,1/4개
6912220,6,애호박,4,1/4개
6912220,296,청양고추,5,1개
6912220,219,달걀,6,1개
6912220,666,참기름,7,1큰술
6912220,508,식용유,8,2큰술
6912220,224,고추가루,9,1+1/2큰술
6912220,501,소금,10,1/2큰술
6912220,226,설탕,11,1꼬집
6912220,481,굴소스,12,1큰술
6912220,383,간장,13,1큰술
6912220,233,다진 마늘,14,1큰술
6912220,344,멸치육수,15,
6912229,17,가지,1,2.5개
6912229,923,돼지고기다짐육,2,100g
6912229,33,홍고추,3,1개
6912229,26,다진파,4,2큰술
6912229,233,다진마늘,5,1큰술
6912229,459,생강가루,6,약간
6912229,501,소금,7,2~3꼬집
6912229,855,청주,8,2큰술
6912229,493,두반장,9,2큰술
6912229,481,굴소스,10,2큰술
6912229,226,설탕,11,1큰술
6912229,224,고춧가루,12,1큰술
6912229,1005,물,13,100ml
6912229,231,식초,14,1큰술
6912249,7,오이,1,1/4개
6912249,962,김치,2,1컵
6912249,527,국수,3,200g
6912249,219,삶은 달걀,4,1개
6912249,226,설탕,5,1.5작은술
6912249,666,참기름,6,1작은술
6912249,962,김치 국물,7,1컵
6912249,1005,물,8,2컵
6912249,226,설탕,9,2큰술
6912249,224,고춧가루,10,1큰술
6912249,353,국간장,11,1.5작은술
6912249,231,식초,12,1.5큰술
6912249,26,다진 파,13,1작은술
6912285,491,돼지고기(불고깃감),1,600g
6912285,2,양파,2,1/2개
6912285,26,대파,3,1/2대
6912285,296,청양고추,4,1개
6912285,508,식용유,5,1
6912285,547,통깨,6,1
6912285,233,다진 마늘,7,1
6912285,293,맛술,8,1
6912285,226,설탕,9,1
6912285,225,후춧가루,10,
6912285,459,생강가루,11,약간
6912285,477,고추장,12,2
6912285,224,고춧가루,13,2
6912285,233,다진 마늘,14,1
6912285,551,양조간장,15,2
6912285,855,청주,16,2
6912285,580,올리고 당,17,2
6912285,481,굴 소스,18,1
6912285,666,참기름,19,1​
6912291,3,고구마 큰거,1,1개
6912291,579,올리브유,2,1-2T
6912295,972,대패삼겹살,1,300g
6912295,46,콩나물,2,400g
6912295,2,양파,3,1/2개
6912295,57,새송이 버섯,4,1개
6912295,26,대파,5,1대
6912295,14,깻잎,6,10장
6912295,224,고추가루,7,2큰술
6912295,477,고추장,8,1+1/2큰술
6912295,383,간장,9,2큰술
6912295,293,맛술,10,1큰술
6912295,233,다진 마늘,11,1큰술
6912295,226,설탕,12,1큰술
6912295,547,통깨,13,
6912295,666,참기름,14,
6912295,225,후추,15,
6912365,810,고구마줄기,1,300g
6912365,283,굵은소금,2,약간
6912365,353,국간장,3,0.5큰술
6912365,26,다진파,4,0.5큰술
6912365,233,다진마늘,5,0.3큰술
6912365,501,소금,6,약간
6912365,666,참기름,7,약간
6912365,354,깨소금,8,약간
6912377,90,건미역,1,20g
6912377,87,홍합살,2,200g
6912377,296,청양고추,3,1개
6912377,337,멸치액젓,4,1큰술
6912377,501,소금,5,1/2큰술
6912377,225,후추가루,6,조금
6912388,527,소면,1,2인분
6912388,6,애호박,2,
6912388,8,당근,3,
6912388,755,진간장,4,3스푼
6912388,226,설탕,5,3스푼
6912388,231,식초,6,1스푼
6912388,233,다진마늘,7,1스푼
6912388,666,참기름,8,2스푼
6912388,547,통깨,9,1스푼
6912388,1005,물,10,1스푼
6912518,294,꽈리고추,1,400g
6912518,323,멸치,2,250g
6912518,580,올리고당,3,5~6T
6912518,383,간장,4,5T
6912518,347,미림,5,2T
6912518,508,식용유,6,약간
6912518,666,참기름,7,2T
6912518,291,깨,8,약간
6912518,283,굵은소금,9,1.5T
6912518,501,고운소금,10,약간
6912533,4,감자,1,500g
6912533,1005,물,2,1컵+1/2컵
6912533,383,간장,3,1/2컵
6912533,580,올리고 당,4,2
6912533,226,설탕,5,2
6912533,233,다진 마늘,6,1
6912533,508,식용유,7,1
6912533,666,참기름,8,1
6912539,789,후랑크 소시지,1,4개
6912539,215,피자치즈,2,
6912539,2,양파,3,1/4개
6912539,501,소금,4,
6912539,225,후춧가루,5,약간
6912539,732,케첩,6,
6912539,633,머스타드소스,7,
6912539,710,파슬리가루,8,
6912568,907,무염버터,1,100g
6912568,226,설탕,2,60g
6912568,219,노른자,3,1개
6912568,234,박력분,4,145g
6912568,575,옥수수전분,5,5g
6912568,893,바닐라익스트랙,6,1/2tsp
6912568,496,딸기잼,7,적당히
6912601,972,대패삼겹살,1,500g
6912601,26,대파,2,2개
6912601,354,깨소금,3,약간
6912601,383,간장,4,1.5스푼
6912601,226,설탕,5,0.5스푼
6912601,293,맛술,6,1스푼
6912601,225,후추,7,약간
6912602,57,새송이버섯,1,2개
6912602,508,오일,2,약간
6912602,1005,물,3,5스푼
6912602,477,고추장,4,1스푼
6912602,224,고춧가루,5,1티스푼
6912602,666,참기름,6,2티스푼
6912602,383,간장,7,2티스푼
6912602,226,설탕,8,2티스푼
6912602,233,다진마늘,9,1티스푼
6912619,7,다다기오이,1,10개
6912619,1005,물,2,10컵
6912619,501,소금,3,10큰술
6912619,337,멸치액젓,4,10큰술
6912619,224,고추가루,5,12큰술
6912619,233,다진마늘,6,2큰술
6912619,461,다진생강,7,1/2큰술
6912619,947,매실청,8,2큰술
6912619,580,올리고당,9,1/2큰술
6912619,89,다시마 멸치육수,10,1/2컵
6912619,29,3~4cm길이로 자른 부추,11,3줌
6912619,2,양파,12,1개
6912664,233,다진마늘,1,1큰술
6912664,2,양파,2,1/2개
6912664,26,대파,3,1대
6912664,666,참기름,4,1큰술
6912664,508,식용유,5,1큰술
6912664,224,고추가루,6,2큰술
6912664,502,순 두부,7,400g
6912664,394,새우젓,8,1큰술
6912664,89,다시마 멸치육수,9,2컵
6912664,219,계란,10,취향껏
6912682,789,프라임 꼬치구이 프랑크소시지,1,1개
6912682,94,김밥김,2,
6912682,213,슬라이스치즈,3,
6912682,424,공기밥,4,1
6912682,501,소금,5,1/3
6912682,547,통깨,6,1/2
6912682,666,참기름,7,1
6912686,300,닭다리살,1,400g
6912686,20,양배추,2,3장
6912686,2,양파,3,1/2개
6912686,26,대파,4,1/3개
6912686,3,고구마,5,1개
6912686,14,깻잎,6,12장
6912686,218,우유,7,200ml
6912686,224,고춧가루,8,2큰술
6912686,477,고추장,9,2큰술
6912686,226,설탕,10,2큰술
6912686,383,간장,11,2큰술
6912686,293,맛술,12,1큰술
6912686,233,다진마늘,13,1큰술
6912686,666,참기름,14,1큰술
6912686,225,후춧가루,15,
6912699,125,닭 볶음탕용,1,1.2kg
6912699,2,양파,2,1개
6912699,8,당근,3,1/2개
6912699,4,감자,4,1개
6912699,981,떡볶이 떡,5,10개
6912699,52,표고버섯,6,2개
6912699,305,당면,7,1줌
6912699,33,홍고추,8,1개
6912699,26,대파,9,1대
6912699,1005,물,10,2컵
6912699,226,설탕,11,1/2컵
6912699,293,맛술,12,1/2컵
6912699,383,간장,13,1컵
6912699,26,다진 대 파,14,1/2컵
6912699,233,다진 마늘,15,1
6912699,666,참기름,16,3
6912699,461,다진 생강,17,0.3
6912734,57,새송이버섯,1,2개
6912734,197,버터,2,30g
6912734,602,어린잎채소,3,
6912734,383,간장,4,1T
6912734,293,맛술,5,1T
6912734,580,올리고당,6,1/2T
6912906,383,간장,1,3Ts
6912906,580,올리고당,2,2Ts
6912906,231,식초,3,1Ts
6912906,233,다진 마늘,4,1Ts
6912906,225,후추,5,조금
6912906,579,올리브유,6,3Ts
6912906,2,다진 양파,7,3Ts
6912929,507,식빵,1,6장
6912929,197,버터,2,3T
6912929,233,다진마늘,3,2스푼
6912929,226,설탕,4,2스푼
6912929,710,파슬리가루,5,1스푼
6912975,755,진간장,1,3큰술
6912975,948,액젓,2,2큰술
6912975,233,다진마늘,3,1큰술
6912975,666,참기름,4,1큰술
6912975,224,고춧가루,5,2큰술
6912975,226,설탕,6,1큰술
6912975,345,물엿,7,1큰술
6912975,1005,물,8,4큰술
6912975,547,통깨,9,1큰술
6912989,7,오이,1,1개
6912989,2,양파,2,1/2개
6912989,296,청양고추,3,2개
6912989,33,홍고추,4,2개
6912989,90,불린 미역,5,20g
6912989,1005,물,6,600ml
6912989,501,소금,7,1Ts
6912989,226,설탕,8,4Ts
6912989,231,식초,9,6Ts
6912989,547,통깨,10,조금
6913131,983,만두(고향만두),1,30알
6913131,2,양파,2,1개
6913131,26,대파,3,1대
6913131,219,달걀,4,3알
6913131,233,다진마늘,5,1작은술
6913131,744,조선간장,6,1/2국자
6913131,501,소금,7,약간
6913131,323,멸치,8,10마리
6913145,567,참치캔,1,1개
6913145,219,달걀,2,2개
6913145,2,양파,3,1/2개
6913145,766,쪽파,4,1대
6913145,1005,물,5,3Ts
6913145,755,진간장,6,3Ts
6913145,293,맛술,7,3Ts
6913145,226,설탕,8,1.5Ts
6913145,501,소금,9,1꼬집
6913145,228,마요네즈,10,조금
6913218,15,상추,1,1봉지
6913218,2,양파,2,1/2개
6913218,224,고춧가루,3,1T
6913218,383,간장,4,1T
6913218,948,액젓,5,1T
6913218,226,설탕,6,1T
6913218,233,간마늘,7,1T
6913218,26,다진파,8,1T
6913218,666,참기름,9,1T
6913218,291,깨,10,1T
6913219,507,식빵,1,2장
6913219,213,슬라이스 치즈,2,2장
6913219,211,모짜렐라치즈,3,넉넉히
6913219,197,버터,4,1T
6913219,710,파슬리가루,5,1/3T
6913227,981,떡볶이떡(밀떡),1,200g
6913227,552,어묵,2,2장
6913227,219,삶은달걀,3,2개
6913227,437,소세지,4,7개
6913227,477,고추장,5,1큰술
6913227,224,고추가루,6,1큰술
6913227,226,설탕,7,2큰술
6913227,755,진간장,8,1.5큰술
6913227,1005,물,9,400g
6913239,3,고구마,1,1개
6913239,211,모짜렐라치즈,2,1컵
6913239,1005,물,3,50ml
6913239,226,설탕,4,1스푼
6913239,501,소금,5,1/3스푼
6913239,673,찹쌀가루,6,1스푼
6913281,327,두부,1,1모
6913281,2,양파,2,1개
6913281,383,간장,3,50ml
6913281,224,고춧가루,4,2큰술
6913281,580,올리고당,5,1큰술
6913281,26,대파,6,적당량
6913281,233,다진마늘,7,1작은술
6913281,296,청양고추,8,3개
6913281,666,참기름,9,1큰술
6913281,1005,물,10,3큰술
6913281,547,통깨,11,적당량
6913288,112,병아리콩,1,2주먹
6913288,474,카레가루,2,5스푼
6913292,7,오이,1,3개
6913292,2,양파,2,1/2개
6913292,26,파(또는 마늘쫑),3,
6913292,477,고추장,4,1T
6913292,224,고춧가루,5,4t
6913292,226,설탕,6,2t
6913292,666,참기름,7,1T
6913292,233,다진마늘,8,1/2T
6913292,501,소금,9,2꼬집
6913292,547,통깨,10,
6913351,335,도토리묵,1,250g
6913351,7,오이,2,20g
6913351,962,김치,3,70g
6913351,1026,동치미 육수(냉면육수),4,1봉
6913351,226,설탕,5,10g
6913351,231,식초,6,10g
6913351,547,통깨,7,약간
6913355,259,마른새우(꽃새우),1,50g
6913355,383,조림간장,2,1스푼
6913355,227,꿀,3,1.5스푼
6913355,1005,물,4,1스푼
6913355,228,마요네즈,5,0.5스푼
6913355,547,통깨,6,약간
6913377,40,불린 고사리,1,200g
6913377,331,들기름,2,2Ts
6913377,766,쪽파,3,1대
6913377,233,다진마늘,4,1Ts
6913377,353,국간장,5,2Ts
6913377,990,다시물,6,100ml
6913377,547,통깨,7,1Ts
6913453,445,라면,1,1봉지
6913453,2,양파,2,1/4개
6913453,1005,얼음,3,적당량
6913453,226,설탕,4,1큰술
6913453,231,식초,5,1큰술
6913453,666,참기름,6,1큰술
6913478,907,녹인 무염버터,1,120g
6913478,487,백설탕,2,60g
6913478,530,황설탕,3,100g
6913478,501,소금,4,1/2tsp
6913478,219,달걀,5,1개
6913478,893,바닐라익스트랙,6,1tsp
6913478,234,중력분,7,190g
6913478,949,베이킹소다,8,1/2tsp
6913478,911,초코칩,9,160g
6913489,507,식빵,1,1장
6913489,504,캔옥수수,2,2T
6913489,226,설탕,3,1/2T
6913489,228,마요네즈,4,
